title;n_enrolled;institution;level;subject;language;course_length;price;currency;course_url;;;;;
sorting truth from fiction: civic online reasoning;;massachusetts institute of technology;introductory;education & teacher training;en;4 weeks;49.0;usd;https://www.edx.org/course/sorting-truth-from-fiction-civic-online-reasoning;;;;;
sustainable food security: food access;18943.0;wageningen university & research;introductory;social sciences;en;6 weeks;49.0;usd;https://www.edx.org/course/sustainable-food-security-food-access;;;;;
bases matemï¿½ï¿½ticas: integr;23703.0;universitat politï¿½ï¿½cnica de vale;introductory;math;es;5 weeks;50.0;usd;https://www.edx.org/course/bases-matematicas-integrales;;;;;
epidemics ii;8565.0;university of hong kong;introductory;medicine;en;3 weeks;139.0;usd;https://www.edx.org/course/epidemics-ii;;;;;
derechos humanos: los derechos de las personas refugiadas;28398.0;amnesty international;introductory;humanities;es;3 weeks;49.0;usd;https://www.edx.org/course/derechos-humanos-los-derechos-de-las-personas-refu;;;;;
sign language science: factors contributing to natural learning;;georgetown university;introductory;language;en;4 weeks;99.0;usd;https://www.edx.org/course/sign-language-factors-contributing-to-natural-lear;;;;;
big data analytics;43009.0;university of adelaide;intermediate;computer science;en;10 weeks;199.0;usd;https://www.edx.org/course/big-data-analytics-2;;;;;
a-level mathematics for year 13 - course 1: functions; sequences and series; and numerical methods;6594.0;imperial college london;intermediate;math;en;7 weeks;49.0;usd;https://www.edx.org/course/a-level-mathematics-for-year-13-course-1-functions;;;
ods en la agenda 2030 de las naciones unidas:ï¿½ï¿½retos de los objetivos de desarrollo sosten;16028.0;universitat politï¿½ï¿½cnica de vale;introductory;social sciences;es;6 weeks;25.0;usd;https://www.edx.org/course/ods-en-la-agenda-2030-de-las-naciones-unidas-retos;;;;;
achieving product-market fit;;the university of maryland, college park-university system of maryland;introductory;business & management;en;4 weeks;199.0;usd;https://www.edx.org/course/achieving-product-market-fit;;;;;
culture and law: the east asian perspective;;waseda university;introductory;social sciences;en;3 weeks;49.0;usd;https://www.edx.org/course/culture-and-law-the-east-asian-perspective;;;;;
fundamentals of market structure;32049.0;nyif;introductory;economics & finance;en;1 weeks;25.0;usd;https://www.edx.org/course/fundamentals-of-market-structure;;;;;
protecting children in humanitarian settings;7246.0;columbia university;intermediate;social sciences;en;12 weeks;50.0;usd;https://www.edx.org/course/protecting-children-in-humanitarian-settings;;;;;
how to achieve the sustainable development goals;12719.0;sdg academy;intermediate;environmental studies;en;7 weeks;49.0;usd;https://www.edx.org/course/how-to-achieve-the-sustainable-development-goals;;;;;
aprendizaje y enseï¿½ï¿½anza en la era dig;16954.0;universidad galileo;intermediate;education & teacher training;es;4 weeks;49.0;usd;https://www.edx.org/course/aprendizaje-y-ensenanza-virtual;;;;;
from atoms to stars: how physics explains our world;15914.0;national research nuclear university;intermediate;physics;en;4 weeks;49.0;usd;https://www.edx.org/course/from-atoms-to-stars-how-physics-explains-our-world;;;;;
the threat of nuclear terrorism;;stanford university;introductory;history;en;5 weeks;50.0;usd;https://www.edx.org/course/the-threat-of-nuclear-terrorism;;;;;
introducciï¿½ï¿½n a matemï¿½ï¿½ticas para finanzas y ;;tecnolï¿½ï¿½gico de monte;advanced;economics & finance;es;5 weeks;49.99;usd;https://www.edx.org/course/introduccion-a-matematicas-para-finanzas-y-negocios;;;;;
ingenierï¿½ï¿½a de aeropuertos: diseï¿½ï¿½o del lado aire segï¿½ï¿½n;;universitat politï¿½ï¿½cnica de vale;intermediate;engineering;es;7 weeks;75.0;usd;https://www.edx.org/course/ingenieria-de-aeropuertos-diseno-del-lado-aire-seg;;;;;
liderazgo inclusivo;;universidad carlos iii de madrid;intermediate;business & management;es;5 weeks;29.0;usd;https://www.edx.org/course/liderazgo-inclusivo;;;;;
ýýýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý;;united arab emirates university;introductory;language;ar;8 weeks;49.0;usd;https://www.edx.org/course/msq-llg-lrby;;;;;
architecture; algorithms; and protocols of a quantum computer and quantum internet;8330.0;delft university of technology;intermediate;physics;en;6 weeks;79.0;usd;https://www.edx.org/course/architecture-algorithms-quantum-computer-internet;;;
contemporary issues in world politics;11426.0;universitï¿½ï¿½ degli studi di napoli federic;introductory;social sciences;en;7 weeks;59.0;usd;https://www.edx.org/course/contemporary-issues-in-world-politics;;;;;
more fun with prime numbers;10604.0;kyoto university;intermediate;math;en;5 weeks;49.0;usd;https://www.edx.org/course/more-fun-with-prime-numbers;;;;;
enterprise selling;5020.0;queenï¿½ï¿½ï¿½s univ;introductory;business & management;en;6 weeks;149.0;usd;https://www.edx.org/course/enterprise-selling;;;;;
climate change: financial risks and opportunities;9977.0;imperial college business school-imperial college london;intermediate;economics & finance;en;4 weeks;79.0;usd;https://www.edx.org/course/climate-change-financial-risks-and-opportunities;;;;;
caer o no caer. el secreto de las estructuras.;20939.0;universidad carlos iii de madrid;introductory;engineering;es;8 weeks;29.0;usd;https://www.edx.org/course/caer-o-no-caer-el-secreto-de-las-estructuras;;;;;
mandarin chinese level 2;8784.0;mandarinx;introductory;language;en;6 weeks;149.0;usd;https://www.edx.org/course/mandarin-chinese-level-2;;;;;
design thinking: prototyping and user testing;10769.0;rochester institute of technology;intermediate;business & management;en;6 weeks;299.0;usd;https://www.edx.org/course/design-thinking-prototyping-and-user-testing;;;;;
bases matemï¿½ï¿½ticas: deriv;24301.0;universitat politï¿½ï¿½cnica de vale;introductory;math;es;5 weeks;50.0;usd;https://www.edx.org/course/bases-matematicas-derivadas;;;;;
buscar en internet;27320.0;universitat politï¿½ï¿½cnica de vale;introductory;computer science;es;7 weeks;49.0;usd;https://www.edx.org/course/buscar-en-internet;;;;;
big data and education;14909.0;university of pennsylvania;advanced;data analysis & statistics;en;8 weeks;169.0;usd;https://www.edx.org/course/big-data-and-education;;;;;
model-based automotive systems engineering;13857.0;chalmers university of technology;advanced;engineering;en;7 weeks;249.0;usd;https://www.edx.org/course/model-based-automotive-systems-engineering;;;;;
introduction to hyperledger blockchain technologies;138884.0;the linux foundation;introductory;business & management;en;14 weeks;199.0;usd;https://www.edx.org/course/introduction-to-hyperledger-blockchain-technologie;;;;;
mathtrackx: integral calculus;;university of adelaide;introductory;math;en;4 weeks;79.0;usd;https://www.edx.org/course/mathtrackx-integral-calculus;;;;;
solar energy engineering: comprehensive exams;;delft university of technology;advanced;engineering;en;8 weeks;250.0;usd;https://www.edx.org/course/solar-energy-engineering-comprehensive-exams-2;;;;;
mercados de capital y participantes claves;7210.0;nyif;introductory;economics & finance;es;2 weeks;49.0;usd;https://www.edx.org/course/mercados-de-capital-y-participantes-claves;;;;;
introducciï¿½ï¿½n al desarrollo de videojuegos con u;27474.0;universitat politï¿½ï¿½cnica de vale;intermediate;computer science;es;6 weeks;50.0;usd;https://www.edx.org/course/introduccion-al-desarrollo-de-videojuegos-con-unit;;;;;
incorporating renewable energy in electricity grids;10430.0;imperial college london;intermediate;energy & earth sciences;en;6 weeks;49.0;usd;https://www.edx.org/course/incorporating-renewable-energy-in-electricity-grid;;;;;
herramientas de la inteligencia de negocios;24130.0;universidad galileo;introductory;data analysis & statistics;es;5 weeks;49.0;usd;https://www.edx.org/course/herramientas-de-la-inteligencia-de-negocios;;;;;
overview & management of parkinsonï¿½ï¿½ï¿½s d;;salisbury university-university system of maryland;intermediate;medicine;en;5 weeks;49.0;usd;https://www.edx.org/course/overview-management-of-parkinsons-disease-2;;;;;
conociendo los costos;;universidades anï¿½ï¿½;intermediate;economics & finance;es;5 weeks;49.0;usd;https://www.edx.org/course/conociendo-los-costos;;;;;
sprint planning for faster agile team delivery;10654.0;the university of maryland, college park-university system of maryland;advanced;engineering;en;4 weeks;199.0;usd;https://www.edx.org/course/driving-speed-through-agile-planning-2;;;;;
introduction to water and climate;36320.0;delft university of technology;intermediate;engineering;en;10 weeks;50.0;usd;https://www.edx.org/course/introduction-to-water-and-climate;;;;;
the medieval icelandic sagas;11176.0;the university of iceland;intermediate;humanities;en;6 weeks;50.0;usd;https://www.edx.org/course/the-medieval-icelandic-sagas-2;;;;;
visual presentation;;rochester institute of technology;introductory;communication;en;3 weeks;199.0;usd;https://www.edx.org/course/visual-presentation-3;;;;;
community engagement: collaborating for change;11818.0;the university of michigan;introductory;social sciences;en;6 weeks;49.0;usd;https://www.edx.org/course/community-engagement-collaborating-for-change;;;;;
introducciï¿½ï¿½n al internet de las cosas (;6322.0;universitat politï¿½ï¿½cnica de vale;introductory;electronics;es;6 weeks;50.0;usd;https://www.edx.org/course/introduccion-al-internet-de-las-cosas-iot;;;;;
proteins: alignment; analysis and structure;23560.0;university system of maryland-university of maryland global campus;advanced;biology & life sciences;en;8 weeks;249.0;usd;https://www.edx.org/course/proteins-alignment-analysis-and-structure;;;;
ai applications with watson;9173.0;ibm;intermediate;computer science;en;3 weeks;99.0;usd;https://www.edx.org/course/ai-applications-with-watson;;;;;
data analytics and visualization in health care;7304.0;rochester institute of technology;advanced;data analysis & statistics;en;8 weeks;249.0;usd;https://www.edx.org/course/data-analytics-and-visualization-in-health-care;;;;;
question everything: scientific thinking in real life;34279.0;the university of queensland;introductory;math;en;8 weeks;59.0;usd;https://www.edx.org/course/question-everything-scientific-thinking-in-real-li;;;;;
introduction to lifestyle medicine;9002.0;doane university;introductory;biology & life sciences;en;8 weeks;79.0;usd;https://www.edx.org/course/introduction-to-lifestyle-medicine;;;;;
social work practice with individuals; families; and small groups;16134.0;the university of michigan;advanced;social sciences;en;8 weeks;199.0;usd;https://www.edx.org/course/social-work-practice-with-individuals-families-and;;;
gateway to medicine: an introduction to the field of medicine|ï¿½ï¿½ï¿½ï¿½;6938.0;tsinghua university;introductory;medicine;zh-tw;10 weeks;49.0;usd;https://www.edx.org/course/gateway-to-medicine-an-introduction-to-the-field-o;;;;;
indian & tibetan river of buddhism;6738.0;columbia university;intermediate;humanities;en;12 weeks;49.99;usd;https://www.edx.org/course/indian-tibetan-river-of-buddhism;;;;;
compostaje orgï¿½ï¿½nico en ;;universidad nacional de cï¿½ï¿½r;introductory;environmental studies;es;5 weeks;29.0;usd;https://www.edx.org/course/compostaje-organico-en-casa;;;;;
financial analysis for decision making;39156.0;babson college;introductory;business & management;en;4 weeks;199.0;usd;https://www.edx.org/course/financial-analysis-for-decision-making;;;;;
lifestyle medicine treatments of chronic disease ï¿½ï¿½ï¿½ ;5668.0;doane university;intermediate;medicine;en;2 weeks;179.0;usd;https://www.edx.org/course/lifestyle-medicine-treatments-of-chronic-disease-p;;;;;
building containerized applications on aws;6128.0;amazon web services;intermediate;computer science;en;5 weeks;99.0;usd;https://www.edx.org/course/building-containerized-applications-on-aws;;;;;
effective communication for program and project stakeholders and teams;;the university of maryland, college park-university system of maryland;introductory;business & management;en;5 weeks;199.0;usd;https://www.edx.org/course/pmcomm01;;;;;
biobased products for a sustainable (bio)economy;6951.0;delftxrwthx-delft university of technology-rwth aachen university;introductory;biology & life sciences;en;10 weeks;50.0;usd;https://www.edx.org/course/biobased-products-for-a-sustainable-bioeconomy;;;;;
social work practice: advocating social justice and change;19603.0;the university of michigan;introductory;social sciences;en;5 weeks;49.0;usd;https://www.edx.org/course/social-work-practice-advocating-social-justice-and;;;;;
anthropology of current world issues;44821.0;the university of queensland;introductory;humanities;en;9 weeks;99.0;usd;https://www.edx.org/course/anthropology-of-current-world-issues;;;;;
buyer behaviour and analysis;19717.0;curtin university;advanced;communication;en;12 weeks;199.0;usd;https://www.edx.org/course/buyer-behaviour-and-analysis;;;;;
